thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,valence,correct,outcome,one_cross.started,one_cross.stopped,one_coin.started,one_coin.stopped,three_cross.started,three_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
25,25,0,2,1,curv_comp,72,2.3,0.06,3.0,-0.272,flat,curv_flat,-0.2,0.06,rew,pen,input_data/stims/Shape_2.30_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,0.987474900000052,None,None,None,['right'],[0.7116384000000835],[None],up,0.9596151000000646,None,1,0,1,0,0,25,25,32,407.44420990000003,,,,,,,,,407.42791009999996,0.00026269999989381176,408.46184340000013,408.4618891,408.47754280000004,409.47763009999994,409.4610173000001,409.4611146,0.00010279999992235389,410.89476630000013,410.8957236000001,410.91092960000015,410.91092960000015,410.91092960000015,410.91092960000015,410.91092960000015,410.91092960000015,410.91092960000015,411.8783000000001,"[-0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.168, -0.168, -0.168]",None,None,['right'],[0.7116384000000835],[None],up,0.9596151000000646,None,411.87845029999994,411.89427150000006,412.144315,412.12777240000014,412.1278188000001,412.144315,,413.1443541000001,,413.127845,pen,1,1,,,412.144315,413.1443541000001,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
26,26,0,2,1,curv_comp,75,2.5,0.1,3.0,0.084,flat,flat_curv,0.2,-0.1,rew,pen,input_data/stims/Shape_2.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,0.987474900000052,None,None,None,"['right', 'left']","[0.8734386999999515, 1.2175806000000193]","[None, None]",up,1.2175806000000193,None,1,0,1,0,0,26,26,35,413.1443541000001,,,,,,,,,413.12811250000004,0.00026430000002619636,414.0123229000001,414.0123707,414.0277331,415.0277573000001,415.0111492000001,415.0112455000001,0.00010059999999612046,416.4450591,416.44665750000013,416.46108330000015,416.46108330000015,416.46108330000015,416.46108330000015,416.46108330000015,416.46108330000015,416.46108330000015,417.69546450000007,"[0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.196]",None,None,"['right', 'left']","[0.8734386999999515, 1.2175806000000193]","[None, None]",up,1.2175806000000193,None,417.6956096000001,417.71106910000003,417.961086,417.94454859999996,417.9445939,417.961086,,418.96113590000004,,418.9446315,pen,1,1,,,417.961086,418.96113590000004,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
27,27,0,2,1,curv_comp,69,1.9,-0.02,3.0,-0.224,flat,flat_curv,0.2,0.02,rew,pen,input_data/stims/Shape_1.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,0.987474900000052,None,None,None,"['right', 'right']","[0.5466119000000162, 1.1145966999999928]","[0.751946000000089, None]",up,1.954593000000159,None,1,0,1,0,0,27,27,29,418.96113590000004,,,,,,,,,418.94488309999997,0.00024919999987105257,419.8800599000001,419.8801091,419.8945701,420.8945450000001,420.87802409999995,420.8781192000001,9.959999988495838e-05,422.21250910000003,422.2136253000001,422.2279813,422.2279813,422.2279813,422.2279813,422.2279813,422.2279813,422.2279813,424.19528620000006,"[-0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056]",None,None,"['right', 'right']","[0.5466119000000162, 1.1145966999999928]","[0.751946000000089, None]",up,1.954593000000159,None,424.1954588000001,424.2112999000001,424.46137410000006,424.4447814,424.4448282000001,424.46137410000006,,425.46131560000003,,425.4448145000001,pen,1,1,,,424.46137410000006,425.46131560000003,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
28,28,0,2,1,curv_comp,52,0.7,-0.26,1.0,-0.36,curv,curv_flat,-0.2,-0.26,pen,rew,input_data/stims/Shape_0.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,0.987474900000052,None,None,None,['right'],[1.0003855000002204],[None],up,1.2563810000001467,None,1,0,1,0,0,28,28,12,425.46131560000003,,,,,,,,,425.4450707000001,0.0002529999999296706,426.37922300000014,426.37927160000004,426.3946992000001,427.39466400000015,427.3782423,427.3783429,0.00010270000007039926,428.8637893,428.86488729999996,428.8781417,428.8781417,428.8781417,428.8781417,428.8781417,428.8781417,428.8781417,430.1456571000001,"[-0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.352, -0.344, -0.336, -0.328, -0.32, -0.312, -0.304, -0.296, -0.288, -0.28, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232]",None,None,['right'],[1.0003855000002204],[None],up,1.2563810000001467,None,430.1457991,430.16146260000005,430.41145670000014,430.39485360000003,430.39489819999994,430.41145670000014,430.41145670000014,431.41148169999997,431.41148169999997,431.3949691,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
29,29,0,2,1,curv_comp,73,2.3,0.06,3.0,-0.352,flat,flat_curv,0.2,-0.06,rew,pen,input_data/stims/Shape_2.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,0.987474900000052,None,None,None,['right'],[0.7161760999999842],[None],up,1.1321700000000874,None,1,0,1,0,0,29,29,33,431.41148169999997,,,,,,,,,431.39522350000016,0.0002516000001833163,432.3304909000001,432.33058800000003,432.34487779999995,433.3448271,433.3283629,433.3284586,0.0001019000001178938,434.76204370000005,434.7630243000001,434.77832839999996,434.77832839999996,434.77832839999996,434.77832839999996,434.77832839999996,434.77832839999996,434.77832839999996,435.91239210000003,"[-0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.352, -0.344, -0.336, -0.328, -0.32, -0.312, -0.304, -0.296, -0.288, -0.28, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192]",None,None,['right'],[0.7161760999999842],[None],up,1.1321700000000874,None,435.9125351,435.92832780000003,436.17833570000016,436.16167740000014,436.1617232000001,436.17833570000016,,437.1783720000001,,437.16185799999994,pen,1,1,,,436.17833570000016,437.1783720000001,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
30,30,0,2,1,curv_comp,78,2.9,0.18,3.0,0.084,flat,curv_flat,-0.2,0.18,rew,pen,input_data/stims/Shape_2.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,0.987474900000052,None,None,None,"['right', 'left']","[0.8274258999999802, 1.3074384999999893]","[None, None]",up,1.5474119999998948,None,1,0,1,0,0,30,30,38,437.1783720000001,,,,,,,,,437.16209930000014,0.00023779999992257217,438.2462379000001,438.24628040000016,438.26170350000007,439.26176039999996,439.24510039999996,439.2451973,0.00010199999996984843,440.5796193000001,440.5808320000001,440.59510509999996,440.59510509999996,440.59510509999996,440.59510509999996,440.59510509999996,440.59510509999996,440.59510509999996,442.14601029999994,"[0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148]",None,None,"['right', 'left']","[0.8274258999999802, 1.3074384999999893]","[None, None]",up,1.5474119999998948,None,442.14618080000014,442.16184210000006,442.41184480000015,442.39524430000006,442.39528970000015,442.41184480000015,,443.41188420000003,,443.3952386000001,pen,1,1,,,442.41184480000015,443.41188420000003,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
31,31,0,2,1,curv_comp,64,1.5,-0.1,3.0,-0.256,flat,curv_flat,-0.2,-0.1,rew,pen,input_data/stims/Shape_1.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,0.987474900000052,None,None,None,['right'],[0.699880199999825],[None],up,0.9720194999999876,None,1,0,1,0,0,31,31,24,443.41188420000003,,,,,,,,,443.3954957000001,0.0002537000000302214,444.47997499999997,444.4800169,444.49521720000007,445.49520210000014,445.4786848000001,445.4787791000001,9.829999999055872e-05,446.9633996,446.9645901000001,446.9786269000001,446.9786269000001,446.9786269000001,446.9786269000001,446.9786269000001,446.9786269000001,446.9786269000001,447.9626994,"[-0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.12]",None,None,['right'],[0.699880199999825],[None],up,0.9720194999999876,None,447.9628484,447.9785888000001,448.22863729999995,448.21207159999994,448.2121171000001,448.22863729999995,,449.22866509999994,,449.2121505,pen,1,1,,,448.22863729999995,449.22866509999994,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
32,32,0,2,1,curv_comp,57,0.9,-0.22,1.0,-0.236,curv,flat_curv,0.2,0.22,pen,rew,input_data/stims/Shape_0.90_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,0.987474900000052,None,None,None,['right'],[0.5630722000000787],[None],up,1.611073000000033,None,1,0,1,0,0,32,32,17,449.22866509999994,,,,,,,,,449.21241480000003,0.00026159999993069505,450.29689170000006,450.29693710000015,450.3120897000001,451.31208289999995,451.29543230000013,451.2955286000001,0.00010040000006483751,452.57905989999995,452.5800584000001,452.59541220000006,452.59541220000006,452.59541220000006,452.59541220000006,452.59541220000006,452.59541220000006,452.59541220000006,454.21307350000006,"[-0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.228, 0.236, 0.244, 0.252, 0.26, 0.268, 0.276]",None,None,['right'],[0.5630722000000787],[None],up,1.611073000000033,None,454.2132292000001,454.2288268,454.47877110000013,454.4622984,454.46234330000016,454.47877110000013,454.47877110000013,455.4788483,455.4788483,455.46233600000005,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
33,33,0,2,1,curv_comp,51,0.5,-0.3,1.0,-0.012,curv,flat_curv,0.2,0.3,pen,rew,input_data/stims/Shape_0.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,0.987474900000052,None,None,None,['right'],[0.4289435999999114],[None],up,1.372920000000022,None,1,0,1,0,0,33,33,11,455.4788483,,,,,,,,,455.4625995000001,0.0002597000000150729,456.54672189999997,456.54681819999996,456.56223380000006,457.56225259999997,457.5456362,457.5457314,9.890000001178123e-05,458.9295525,458.9305087,458.94558440000014,458.94558440000014,458.94558440000014,458.94558440000014,458.94558440000014,458.94558440000014,458.94558440000014,460.3296263,"[-0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.228, 0.236, 0.244, 0.252, 0.26, 0.268, 0.276, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284]",None,None,['right'],[0.4289435999999114],[None],up,1.372920000000022,None,460.3297781000001,460.3456105,460.5956136,460.5791005000001,460.57914470000014,460.5956136,460.5956136,461.59567689999994,461.59567689999994,461.5791335000001,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
34,34,0,2,1,curv_comp,74,2.5,0.1,3.0,-0.168,flat,curv_flat,-0.2,0.1,rew,pen,input_data/stims/Shape_2.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,0.987474900000052,None,None,None,"['left', 'right']","[0.6560397999999168, 1.008047900000065]","[None, None]",up,1.3200761000000512,None,1,0,1,0,0,34,34,34,461.59567689999994,,,,,,,,,461.5793877000001,0.00025030000006154296,462.51470800000016,462.51480190000007,462.52900520000003,463.529033,463.5125392,463.51263470000004,0.00010010000005422626,464.8468428000001,464.84780590000014,464.86246529999994,464.86246529999994,464.86246529999994,464.86246529999994,464.86246529999994,464.86246529999994,464.86246529999994,466.19638110000005,"[-0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.12]",None,None,"['left', 'right']","[0.6560397999999168, 1.008047900000065]","[None, None]",up,1.3200761000000512,None,466.19654660000015,466.2125009000001,466.46249409999996,466.44588010000007,466.4459243000001,466.46249409999996,,467.46246930000007,,467.4459409000001,pen,1,1,,,466.46249409999996,467.46246930000007,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
35,35,0,2,1,curv_comp,50,0.5,-0.3,1.0,-0.072,curv,curv_flat,-0.2,-0.3,pen,rew,input_data/stims/Shape_0.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,0.987474900000052,None,None,None,['left'],[0.5712704000000031],[None],up,0.9392674000000625,None,1,0,1,0,0,35,35,10,467.46246930000007,,,,,,,,,467.44620299999997,0.0002594000000044616,468.48142610000014,468.48152200000004,468.4958719000001,469.49588800000015,469.4793185000001,469.47941460000015,0.00010019999990618089,470.96321779999994,470.9644188,470.9792112,470.9792112,470.9792112,470.9792112,470.9792112,470.9792112,470.9792112,471.93011160000015,"[-0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256]",None,None,['left'],[0.5712704000000031],[None],up,0.9392674000000625,None,471.93024749999995,471.94589280000014,472.19595660000005,472.1793454000001,472.17938990000016,472.19595660000005,472.19595660000005,473.19597870000007,473.19597870000007,473.1794483000001,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
36,36,0,2,1,curv_comp,70,2.1,0.02,3.0,0.256,flat,curv_flat,-0.2,0.02,rew,pen,input_data/stims/Shape_2.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,0.987474900000052,None,None,None,['left'],[1.477758700000095],[None],up,1.6856959000001552,None,1,0,1,0,0,36,36,30,473.19597870000007,,,,,,,,,473.1797011000001,0.0002532000000883272,474.06461790000003,474.06471290000013,474.07935680000014,475.0793906000001,475.0628365,475.06293099999994,9.910000017043785e-05,476.4972560000001,476.49819130000014,476.51278980000006,476.51278980000006,476.51278980000006,476.51278980000006,476.51278980000006,476.51278980000006,476.51278980000006,478.2136014,"[0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144]",None,None,['left'],[1.477758700000095],[None],up,1.6856959000001552,None,478.2137574000001,478.2294525,478.4794558000001,478.4629274000001,478.46297260000006,478.4794558000001,,479.47951420000004,,479.46298130000014,pen,1,1,,,478.4794558000001,479.47951420000004,,,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
37,37,0,2,1,curv_comp,63,1.3,-0.14,3.0,0.012,flat,flat_curv,0.2,0.14,rew,pen,input_data/stims/Shape_1.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,0.987474900000052,None,None,None,['right'],[0.42430819999981395],[None],up,0.82432689999996,None,1,0,1,0,0,37,37,23,479.47951420000004,,,,,,,,,479.46325950000005,0.00027520000003278255,480.3471078,480.3471519,480.36281510000003,481.3628989000001,481.34626720000006,481.34636479999995,0.00010169999995923718,482.83182680000004,482.8327994000001,482.84624340000005,482.84624340000005,482.84624340000005,482.84624340000005,482.84624340000005,482.84624340000005,482.84624340000005,483.6804320000001,"[0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212]",None,None,['right'],[0.42430819999981395],[None],up,0.82432689999996,None,483.68056879999995,483.6962601,483.9462585000001,483.9296982000001,483.9297441000001,483.9462585000001,,484.9462926000001,,484.92975780000006,pen,0,-3,,,,,483.9462585000001,484.9462926000001,,,,,,,,,,,,,,,,,202511,patients,B,2025-07-17_14h32.12.588,asymmetry_final,2024.2.4,60,2025-07-17 14h32.38.569890 -0600,
