thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,valence,correct,outcome,one_cross.started,one_cross.stopped,one_coin.started,one_coin.stopped,three_cross.started,three_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
7,7,0,3,1,flat_comp,93,2.3,0.06,1.0,0.144,curv,flat_curv,-0.2,-0.06,pen,rew,input_data/stims/Shape_2.30_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.378588000000036,None,None,None,"['left', 'left']","[0.7586264999999912, 1.3266168999998627]","[0.5279027999999926, 0.055954299999939394]",up,1.5825569999997242,None,1,0,1,0,0,7,7,13,322.35108850000006,,,,,,,,,322.33522429999994,0.0006213999999999942,323.21933820000004,323.2197293999998,323.2344672999998,324.23445979999997,324.2179430000001,324.2183927000001,0.00045870000030845404,325.7026701,325.70396299999993,325.7178533000001,325.7178533000001,325.7178533000001,325.7178533000001,325.7178533000001,325.7178533000001,325.7178533000001,327.3022500000002,"[0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.112, -0.112, -0.12, -0.128, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136]",None,None,"['left', 'left']","[0.7586264999999912, 1.3266168999998627]","[0.5279027999999926, 0.055954299999939394]",up,1.5825569999997242,None,327.30266699999993,327.3178978000001,327.5678511000001,327.5512463,327.55165179999995,327.5678511000001,327.5678511000001,328.56792910000013,328.56792910000013,328.55187380000007,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
8,8,0,3,1,flat_comp,82,1.3,-0.14,1.0,0.368,curv,curv_flat,0.2,-0.14,pen,rew,input_data/stims/Shape_1.30_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.378588000000036,None,None,None,['left'],[0.6494717999999011],[0.4640488000000005],up,1.3535059999999248,None,1,0,1,0,0,8,8,2,328.56792910000013,,,,,,,,,328.5524985000002,0.0006250000001273293,329.5366650000001,329.53708460000007,329.5519499000002,330.55146019999984,330.5348312000001,330.53527970000005,0.0004567999999380845,332.0199515999998,332.02138879999984,332.03498880000006,332.03498880000006,332.03498880000006,332.03498880000006,332.03498880000006,332.03498880000006,332.03498880000006,333.40267029999995,"[0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.36, 0.352, 0.344, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144]",None,None,['left'],[0.6494717999999011],[0.4640488000000005],up,1.3535059999999248,None,333.4030670000002,333.41793659999985,333.66806989999986,333.65147190000016,333.6518581999999,333.66806989999986,333.66806989999986,334.66812530000016,334.66812530000016,334.65179910000006,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
9,9,0,3,1,flat_comp,107,3.3,0.26,3.0,0.2,flat,flat_curv,-0.2,-0.26,rew,pen,input_data/stims/Shape_3.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.378588000000036,None,None,None,['left'],[0.5456159000000298],[0.6479365000000143],up,1.6095611999999164,None,1,0,1,0,0,9,9,27,334.66812530000016,,,,,,,,,334.6524208999999,0.000622300000031828,335.73697409999977,335.73739190000015,335.7515192000001,336.75151730000016,336.73496939999995,336.7354166,0.00045399999999062857,338.0199708,338.0213579000001,338.03485219999993,338.03485219999993,338.03485219999993,338.03485219999993,338.03485219999993,338.03485219999993,338.03485219999993,339.6525081,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112]",None,None,['left'],[0.5456159000000298],[0.6479365000000143],up,1.6095611999999164,None,339.65293680000013,339.66807340000014,339.9181687999999,339.9016938999998,339.9020881000001,339.9181687999999,,340.9181099000002,,340.90171640000017,pen,0,-3,,,,,339.9181687999999,340.9181099000002,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
10,10,0,3,1,flat_comp,100,3.1,0.22,3.0,-0.044,flat,curv_flat,0.2,0.22,rew,pen,input_data/stims/Shape_3.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.378588000000036,None,None,None,"['right', 'right']","[0.6795860000001994, 0.9435825000000477]","[0.12002859999984139, 0.42408030000024155]",up,1.5355875999998716,None,1,0,1,0,0,10,10,20,340.9181099000002,,,,,,,,,340.9023308000001,0.0006139000001894601,341.8861108000001,341.88655629999994,341.9016224000002,342.9015012,342.88510050000014,342.8855401999999,0.0004484000000957167,344.2698341,344.2711115000002,344.28487240000004,344.28487240000004,344.28487240000004,344.28487240000004,344.28487240000004,344.28487240000004,344.28487240000004,345.8361399999999,"[-0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22]",None,None,"['right', 'right']","[0.6795860000001994, 0.9435825000000477]","[0.12002859999984139, 0.42408030000024155]",up,1.5355875999998716,None,345.83657200000016,345.8517363000001,346.1016832,346.0851557000001,346.08557840000003,346.1016832,,347.10162390000005,,347.0852261,pen,1,1,,,346.1016832,347.10162390000005,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
11,11,0,3,1,flat_comp,118,3.9,0.38,3.0,0.24,flat,curv_flat,0.2,0.38,rew,pen,input_data/stims/Shape_3.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.378588000000036,None,None,None,['right'],[0.41812160000017684],[0.22376219999978275],up,0.8978909000002204,None,1,0,1,0,0,11,11,38,347.10162390000005,,,,,,,,,347.0858486000002,0.0006153000003905618,348.1198725999998,348.1202472,348.1351003,349.13511130000006,349.1185768999999,349.1190166000001,0.0004496000001381617,350.60272699999996,350.60403369999995,350.6184715999998,350.6184715999998,350.6184715999998,350.6184715999998,350.6184715999998,350.6184715999998,350.6184715999998,351.51946940000016,"[0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.288, 0.296, 0.304, 0.312, 0.32, 0.328, 0.336, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344]",None,None,['right'],[0.41812160000017684],[0.22376219999978275],up,0.8978909000002204,None,351.5198755000001,351.53521,351.7851823000001,351.7687102,351.76911310000014,351.7851823000001,,352.78519099999994,,352.7687079000002,pen,1,1,,,351.7851823000001,352.78519099999994,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
12,12,0,3,1,flat_comp,102,3.1,0.22,3.0,0.364,flat,curv_flat,0.2,0.22,rew,pen,input_data/stims/Shape_3.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.378588000000036,None,None,None,"['right', 'left']","[0.5125745999998799, 0.8806259999996655]","[0.13608370000019931, 0.20798790000026202]",up,1.2726002999997945,None,1,0,1,0,0,12,12,22,352.78519099999994,,,,,,,,,352.7693178999998,0.0006097000000409025,353.75389929999983,353.7542757000001,353.7689349000002,354.76865069999985,354.75214529999994,354.75261090000004,0.0004764999998769781,356.0377042,356.0389602,356.0518671,356.0518671,356.0518671,356.0518671,356.0518671,356.0518671,356.0518671,357.3364746000002,"[0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.364, 0.372, 0.38, 0.388, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.388, 0.38, 0.372, 0.364, 0.356, 0.348, 0.34, 0.332, 0.324, 0.316, 0.308, 0.3, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292]",None,None,"['right', 'left']","[0.5125745999998799, 0.8806259999996655]","[0.13608370000019931, 0.20798790000026202]",up,1.2726002999997945,None,357.33689400000003,357.3519895999998,357.6020389999999,357.58554589999994,357.58595379999997,357.6020389999999,,358.6020698000002,,358.58545749999985,pen,1,1,,,357.6020389999999,358.6020698000002,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
13,13,0,3,1,flat_comp,84,1.5,-0.1,1.0,0.064,curv,curv_flat,0.2,-0.1,pen,rew,input_data/stims/Shape_1.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.378588000000036,None,None,None,"['right', 'left']","[0.5235917999998492, 1.283882000000176]","[0.32004570000026433, 0.127774899999622]",up,1.8517775999998776,None,1,0,1,0,0,13,13,4,358.6020698000002,,,,,,,,,358.58605050000006,0.0005919000000176311,359.57066799999984,359.5710819000001,359.5853956000001,360.5854159999999,360.56890310000017,360.56933590000017,0.0004411999998410465,361.95417499999985,361.9556957,361.96880809999993,361.96880809999993,361.96880809999993,361.96880809999993,361.96880809999993,361.96880809999993,361.96880809999993,363.83663650000017,"[0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16]",None,None,"['right', 'left']","[0.5235917999998492, 1.283882000000176]","[0.32004570000026433, 0.127774899999622]",up,1.8517775999998776,None,363.8370706999999,363.85224449999987,364.1023246,364.0857314,364.0861334000001,364.1023246,364.1023246,365.1022745999999,365.1022745999999,365.0857947999998,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
14,14,0,3,1,flat_comp,81,1.1,-0.18,1.0,-0.02,curv,flat_curv,-0.2,0.18,pen,rew,input_data/stims/Shape_1.10_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.378588000000036,None,None,None,['left'],[0.7234988000000158],[0.3039355999999316],up,1.4673339000000851,None,1,0,1,0,0,14,14,1,365.1022745999999,,,,,,,,,365.08641609999995,0.0006199999997988925,366.12172499999997,366.1221059999998,366.13585779999994,367.13566200000014,367.1194467999999,367.1198912,0.0004538999996839266,368.55442790000006,368.55586889999995,368.5690417999999,368.5690417999999,368.5690417999999,368.5690417999999,368.5690417999999,368.5690417999999,368.5690417999999,370.05344319999995,"[-0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164]",None,None,['left'],[0.7234988000000158],[0.3039355999999316],up,1.4673339000000851,None,370.0538529999999,370.0689603999999,370.31945559999986,370.3025573,370.30296150000004,370.31945559999986,370.31945559999986,371.31912250000005,371.31912250000005,371.30267730000014,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
15,15,0,3,1,flat_comp,114,3.7,0.34,3.0,0.212,flat,curv_flat,0.2,0.34,rew,pen,input_data/stims/Shape_3.70_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.378588000000036,None,None,None,['right'],[0.6962965999996413],[0.1680182000000059],up,1.1123232999998436,None,1,0,1,0,0,15,15,34,371.31912250000005,,,,,,,,,371.3032954,0.0006167999999888707,372.3872274999999,372.3876055999999,372.40249059999996,373.4025167,373.3860460000001,373.3864773,0.0004401999999572581,374.8212208,374.82263079999984,374.8361325999999,374.8361325999999,374.8361325999999,374.8361325999999,374.8361325999999,374.8361325999999,374.8361325999999,375.9535173999998,"[0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.22, 0.228, 0.236, 0.244, 0.252, 0.26, 0.268, 0.276, 0.284, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292]",None,None,['right'],[0.6962965999996413],[0.1680182000000059],up,1.1123232999998436,None,375.95389909999994,375.9691170000001,376.2193041999999,376.20268110000006,376.20307619999994,376.2193041999999,,377.21927719999985,,377.2028148999998,pen,1,1,,,376.2193041999999,377.21927719999985,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
16,16,0,3,1,flat_comp,96,2.7,0.14,1.0,0.104,curv,curv_flat,0.2,0.14,pen,rew,input_data/stims/Shape_2.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.378588000000036,None,None,None,"['right', 'left']","[0.9684362000002693, 1.8564731000001302]","[0.20799759999999878, 0.11995519999982207]",up,2.328490000000329,None,1,0,1,0,0,16,16,16,377.21927719999985,,,,,,,,,377.20341659999985,0.0005993999998281652,378.1373316999998,378.1377117000002,378.1526379000002,379.15273479999996,379.1361931000001,379.1366409000002,0.0004564000000755186,380.4203934000002,380.4216580000002,380.43603059999987,380.43603059999987,380.43603059999987,380.43603059999987,380.43603059999987,380.43603059999987,380.43603059999987,382.77057090000017,"[0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144]",None,None,"['right', 'left']","[0.9684362000002693, 1.8564731000001302]","[0.20799759999999878, 0.11995519999982207]",up,2.328490000000329,None,382.7710043000002,382.7859816,383.0361146,383.01958860000013,383.0199886999999,383.0361146,383.0361146,384.0361386999998,384.0361386999998,384.0197435,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
17,17,0,3,1,flat_comp,113,3.7,0.34,3.0,-0.12,flat,flat_curv,-0.2,-0.34,rew,pen,input_data/stims/Shape_3.70_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.378588000000036,None,None,None,['left'],[0.6157547000002523],[0.28793469999982335],up,1.1917241999999533,None,1,0,1,0,0,17,17,33,384.0361386999998,,,,,,,,,384.02034649999996,0.000601499999902444,384.95415409999987,384.95455119999997,384.96977849999985,385.96952550000015,385.9530061999999,385.9534493000001,0.0004524999999375723,387.23716890000014,387.23842749999994,387.25277030000007,387.25277030000007,387.25277030000007,387.25277030000007,387.25277030000007,387.25277030000007,387.25277030000007,388.4539885999998,"[-0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264]",None,None,['left'],[0.6157547000002523],[0.28793469999982335],up,1.1917241999999533,None,388.45440210000015,388.46964579999985,388.7196005999999,388.70309369999995,388.7035090999998,388.7196005999999,,389.7204452000001,,389.7031321999998,pen,1,1,,,388.7196005999999,389.7204452000001,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
18,18,0,3,1,flat_comp,105,3.3,0.26,3.0,0.14,flat,flat_curv,-0.2,-0.26,rew,pen,input_data/stims/Shape_3.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.378588000000036,None,None,None,"['left', 'left']","[0.6217672000002494, 1.3017604000001484]","[0.5039428000000044, 0.31209420000004684]",up,1.8696758000000955,None,1,0,1,0,0,18,18,25,389.7204452000001,,,,,,,,,389.7037575999998,0.0006253000001379405,390.7381519999999,390.73854040000015,390.75320509999983,391.7530108000001,391.7367727000001,391.7372128000002,0.0004476999997677922,393.07169969999995,393.07322999999997,393.0866824,393.0866824,393.0866824,393.0866824,393.0866824,393.0866824,393.0866824,394.97072849999995,"[0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.18, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.236, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244]",None,None,"['left', 'left']","[0.6217672000002494, 1.3017604000001484]","[0.5039428000000044, 0.31209420000004684]",up,1.8696758000000955,None,394.97113820000004,394.9864281,395.2363789000001,395.2197919,395.22018660000003,395.2363789000001,,396.23643570000013,,396.21995990000005,pen,1,1,,,395.2363789000001,396.23643570000013,,,,,,,,,,,,,,,,,,,202518,patients,D,2025-10-04_16h05.12.182,asymmetry_final,2024.2.4,60,2025-10-04 16h05.25.163659 -0600,
