thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,valence,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_cross.started,three_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
6,6,0,3,1,flat_comp,84,1.5,-0.1,1.0,0.064,curv,curv_flat,0.2,-0.1,pen,rew,input_data/stims/Shape_1.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.301703199999793,None,None,None,['left'],[0.9623482000001786],[0.18395139999984167],up,1.362448200000017,None,1,0,1,0,0,6,6,4,342.8083921000002,,,,,,,,,342.7923793,0.0005347000001165725,343.6769369000003,343.6773750000002,343.6917870000002,344.69177230000014,344.6752184000002,344.67560170000024,0.0003907999998773448,345.95953880000025,345.9608863000003,345.97513270000036,345.97513270000036,345.97513270000036,345.97513270000036,345.97513270000036,345.97513270000036,345.97513270000036,347.34283989999994,"[0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024]",None,None,['left'],[0.9623482000001786],[0.18395139999984167],up,1.362448200000017,None,347.34320890000026,347.3585183,347.60843650000015,347.5919756000003,347.5923038000001,347.60843650000015,,348.6085449000002,,348.59203700000035,pen,1,1,347.60843650000015,348.6085449000002,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
7,7,0,3,1,flat_comp,105,3.3,0.26,3.0,0.14,flat,flat_curv,-0.2,-0.26,rew,pen,input_data/stims/Shape_3.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,6.301703199999793,None,None,None,['left'],[0.7281264999996893],[1.0080031000002236],up,1.8881203999999343,None,1,0,1,0,0,7,7,25,348.6085449000002,,,,,,,,,348.59256430000005,0.0005277999998725136,349.5770971000002,349.57748089999995,349.5919538000003,350.59194780000007,350.57535810000036,350.57574569999997,0.0003955000001951703,352.0099422000003,352.0111188000001,352.0253312,352.0253312,352.0253312,352.0253312,352.0253312,352.0253312,352.0253312,353.92626940000036,"[0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.18, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.236, -0.244, -0.252, -0.26, -0.268, -0.276, -0.284, -0.292, -0.3, -0.308, -0.316, -0.324, -0.332, -0.34, -0.348, -0.348, -0.348, -0.348, -0.348, -0.348, -0.348, -0.348, -0.348, -0.348, -0.348]",None,None,['left'],[0.7281264999996893],[1.0080031000002236],up,1.8881203999999343,None,353.92664860000014,353.9420347,354.19203960000004,354.1755059000002,354.1758374000001,354.19203960000004,354.19203960000004,355.1920543000001,355.1920543000001,355.1755512,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
8,8,0,3,1,flat_comp,95,2.5,0.1,1.0,0.216,curv,flat_curv,-0.2,-0.1,pen,rew,input_data/stims/Shape_2.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,6.301703199999793,None,None,None,['right'],[0.9486441000003651],[0.127972299999783],up,1.4046500000004016,None,1,0,1,0,0,8,8,15,355.1920543000001,,,,,,,,,355.17608770000015,0.0005356000001484063,356.2108863000003,356.21124080000027,356.2254058000003,357.22542079999994,357.2088726000002,357.2092526000001,0.0003873000000567117,358.49420820000023,358.4955466000001,358.50881640000034,358.50881640000034,358.50881640000034,358.50881640000034,358.50881640000034,358.50881640000034,358.50881640000034,359.926465,"[0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",None,None,['right'],[0.9486441000003651],[0.127972299999783],up,1.4046500000004016,None,359.92683020000004,359.94219139999996,360.1922032000002,360.1756593,360.1759941,360.1922032000002,,361.1922348000003,,361.17568710000023,pen,1,1,360.1922032000002,361.1922348000003,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
9,9,0,3,1,flat_comp,118,3.9,0.38,3.0,0.24,flat,curv_flat,0.2,0.38,rew,pen,input_data/stims/Shape_3.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.301703199999793,None,None,None,['right'],[0.8725117999997565],[0.23192740000013146],up,1.3524334999997336,None,1,0,1,0,0,9,9,38,361.1922348000003,,,,,,,,,361.17622329999995,0.0005363000000215834,362.06009489999997,362.06054680000034,362.0755800000002,363.0755925000003,363.0590556000002,363.05943000000025,0.0003815000000031432,364.3939204000003,364.3951866000002,364.4089739000001,364.4089739000001,364.4089739000001,364.4089739000001,364.4089739000001,364.4089739000001,364.4089739000001,365.77667640000027,"[0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.288, 0.296, 0.304, 0.312, 0.32, 0.328, 0.336, 0.344, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352]",None,None,['right'],[0.8725117999997565],[0.23192740000013146],up,1.3524334999997336,None,365.77706890000036,365.79233780000004,366.04234220000035,366.02577050000036,366.0261039000002,366.04234220000035,366.04234220000035,367.0423920000003,367.0423920000003,367.02583189999996,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
10,10,0,3,1,flat_comp,81,1.1,-0.18,1.0,-0.02,curv,flat_curv,-0.2,0.18,pen,rew,input_data/stims/Shape_1.10_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,6.301703199999793,None,None,None,['right'],[0.7863419000000249],[0.2399264000000585],up,1.5222696000000724,None,1,0,1,0,0,10,10,1,367.0423920000003,,,,,,,,,367.02635710000004,0.0005255000000943255,368.0609161000002,368.0612506000002,368.0757318000001,369.0757523000002,369.0592194999999,369.05959440000015,0.00038309999990815413,370.3442087000003,370.34564520000004,370.3591365000002,370.3591365000002,370.3591365000002,370.3591365000002,370.3591365000002,370.3591365000002,370.3591365000002,371.8934968000003,"[-0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092]",None,None,['right'],[0.7863419000000249],[0.2399264000000585],up,1.5222696000000724,None,371.8938727,371.90918610000017,372.15915780000023,372.1426435000003,372.14297460000034,372.15915780000023,,373.15920780000033,,373.14267169999994,pen,1,1,372.15915780000023,373.15920780000033,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
11,11,0,3,1,flat_comp,108,3.5,0.3,3.0,0.132,flat,curv_flat,0.2,0.3,rew,pen,input_data/stims/Shape_3.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.301703199999793,None,None,None,['right'],[0.6034420000000864],[0.38404880000007324],up,1.307446599999821,None,1,0,1,0,0,11,11,28,373.15920780000033,,,,,,,,,373.1432089,0.0005375999999159831,374.0273870000001,374.0279934,374.04255760000024,375.0425958000001,375.0260512,375.0264327,0.00039029999970807694,376.3115146,376.3130225,376.3259524,376.3259524,376.3259524,376.3259524,376.3259524,376.3259524,376.3259524,377.64361290000033,"[0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.228, 0.236, 0.244, 0.252, 0.26, 0.268, 0.276, 0.284, 0.292, 0.3, 0.308, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316]",None,None,['right'],[0.6034420000000864],[0.38404880000007324],up,1.307446599999821,None,377.64398630000005,377.65932180000027,377.9093276000003,377.8927727,377.8931044000001,377.9093276000003,377.9093276000003,378.90935880000006,378.90935880000006,378.8927927,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
12,12,0,3,1,flat_comp,110,3.5,0.3,3.0,0.396,flat,curv_flat,0.2,0.3,rew,pen,input_data/stims/Shape_3.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.301703199999793,None,None,None,['right'],[1.2052873000002364],[0.2319778999999471],up,1.8052835000003142,None,1,0,1,0,0,12,12,30,378.90935880000006,,,,,,,,,378.8933291000003,0.0005422999997790612,379.9785059000001,379.97887119999996,379.99274170000035,380.9927680999999,380.9762019,380.9765774000002,0.00038419999964389717,382.2620512000003,382.2633159000002,382.27615000000014,382.27615000000014,382.27615000000014,382.27615000000014,382.27615000000014,382.27615000000014,382.27615000000014,384.0938841000002,"[0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396]",None,None,['right'],[1.2052873000002364],[0.2319778999999471],up,1.8052835000003142,None,384.0942534999999,384.10951360000035,384.35950040000034,384.3429478000003,384.3432789000003,384.35950040000034,384.35950040000034,385.3595313999999,385.3595313999999,385.3429970000002,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
13,13,0,3,1,flat_comp,109,3.5,0.3,3.0,-0.172,flat,flat_curv,-0.2,-0.3,rew,pen,input_data/stims/Shape_3.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,6.301703199999793,None,None,None,['left'],[0.7670258000002832],[0.3282211000000643],up,1.1752169000001231,None,1,0,1,0,0,13,13,29,385.3595313999999,,,,,,,,,385.34353039999996,0.0005348999998204818,386.27705270000024,386.2774611,386.29289040000003,387.2929180000001,387.27635340000006,387.2767282,0.0003839999999399879,388.61191110000027,388.61328950000006,388.62626820000014,388.62626820000014,388.62626820000014,388.62626820000014,388.62626820000014,388.62626820000014,388.62626820000014,389.8108406000001,"[-0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.18, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.236, -0.244, -0.252, -0.26, -0.268, -0.276, -0.284, -0.292, -0.3, -0.308, -0.316, -0.324, -0.324, -0.324, -0.324, -0.324, -0.324, -0.324]",None,None,['left'],[0.7670258000002832],[0.3282211000000643],up,1.1752169000001231,None,389.8112651000001,389.82630240000026,390.0763012000002,390.0598086,390.0601426000003,390.0763012000002,390.0763012000002,391.07637320000003,391.07637320000003,391.0598395000002,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
14,14,0,3,1,flat_comp,111,3.5,0.3,3.0,0.208,flat,flat_curv,-0.2,-0.3,rew,pen,input_data/stims/Shape_3.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,6.301703199999793,None,None,None,['left'],[0.5122676000000865],[1.3999456999999893],up,2.144242200000008,None,1,0,1,0,0,14,14,31,391.07637320000003,,,,,,,,,391.0603748000003,0.0005366999998841493,392.0450807000002,392.0457494000002,392.05972120000024,393.0597722000002,393.0432085000002,393.0435830000001,0.0003821000000243657,394.37874740000007,394.3799647999999,394.3931487,394.3931487,394.3931487,394.3931487,394.3931487,394.3931487,394.3931487,396.5441383000002,"[0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.28, -0.288, -0.296, -0.304, -0.312, -0.32, -0.328, -0.336, -0.344, -0.352, -0.36, -0.368, -0.376, -0.384, -0.392, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4]",None,None,['left'],[0.5122676000000865],[1.3999456999999893],up,2.144242200000008,None,396.5445211000001,396.5598384,396.8098511000003,396.79328280000027,396.79362470000024,396.8098511000003,396.8098511000003,397.80985740000006,397.80985740000006,397.79333380000025,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
15,15,0,3,1,flat_comp,88,1.9,-0.02,1.0,-0.2,curv,curv_flat,0.2,-0.02,pen,rew,input_data/stims/Shape_1.90_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.301703199999793,None,None,None,['left'],[0.7627976999997372],[0.1999722999998994],up,1.1467422999999144,None,1,0,1,0,0,15,15,8,397.80985740000006,,,,,,,,,397.79386680000016,0.0005476999999700638,398.77759990000004,398.7779668000003,398.79323710000017,399.7932565000001,399.77669220000007,399.7770687000002,0.00038409999979194254,401.11197870000024,401.11319159999994,401.12662930000033,401.12662930000033,401.12662930000033,401.12662930000033,401.12662930000033,401.12662930000033,401.12662930000033,402.2776348000002,"[-0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.28, -0.288, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296]",None,None,['left'],[0.7627976999997372],[0.1999722999998994],up,1.1467422999999144,None,402.27798759999996,402.2933227000003,402.54334800000015,402.5267941000002,402.52712770000016,402.54334800000015,,403.5433390000003,,403.5268406,pen,1,1,402.54334800000015,403.5433390000003,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
16,16,0,3,1,flat_comp,101,3.1,0.22,3.0,0.168,flat,flat_curv,-0.2,-0.22,rew,pen,input_data/stims/Shape_3.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,6.301703199999793,None,None,None,['left'],[0.9712589000000662],[0.9678742999999486],up,2.0112499000001662,None,1,0,1,0,0,16,16,21,403.5433390000003,,,,,,,,,403.5273744000001,0.000533999999788648,404.4625538,404.46288200000026,404.47672779999994,405.47676260000026,405.46020350000026,405.46057770000016,0.00038170000016179984,406.89502660000016,406.8962439000002,406.91012360000013,406.91012360000013,406.91012360000013,406.91012360000013,406.91012360000013,406.91012360000013,406.91012360000013,408.92772130000003,"[0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.28, -0.288, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296]",None,None,['left'],[0.9712589000000662],[0.9678742999999486],up,2.0112499000001662,None,408.92809520000037,408.9435075000001,409.1935119,409.1769395000001,409.17727600000035,409.1935119,409.1935119,410.19350350000013,410.19350350000013,410.1770015000002,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
17,17,0,3,1,flat_comp,96,2.7,0.14,1.0,0.104,curv,curv_flat,0.2,0.14,pen,rew,input_data/stims/Shape_2.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.301703199999793,None,None,None,['right'],[0.801011600000038],[0.44808370000009745],up,1.417011200000161,None,1,0,1,0,0,17,17,16,410.19350350000013,,,,,,,,,410.17754030000015,0.0005381999999372056,411.2127393999999,411.21319429999994,411.2269494000002,412.2269142,412.2103672000003,412.2107358000003,0.0003756999999495747,413.54574390000016,413.54703210000025,413.5603288000002,413.5603288000002,413.5603288000002,413.5603288000002,413.5603288000002,413.5603288000002,413.5603288000002,414.9946281000002,"[0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.288, 0.296, 0.304, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312]",None,None,['right'],[0.801011600000038],[0.44808370000009745],up,1.417011200000161,None,414.99500390000003,415.01033510000025,415.2603882000003,415.2437852000003,415.2441146000001,415.2603882000003,,416.2603987000002,,416.2438767000003,pen,0,-3,,,,,415.2603882000003,416.2603987000002,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
