thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,one_coin.started,no_resp_text.stopped,one_coin.stopped,feedback.stopped,valence,correct,outcome,three_coin.started,three_coin.stopped,three_cross.started,three_cross.stopped,one_cross.started,one_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
9,9,0,2,1,curv_comp,48,0.5,-0.3,1.0,-0.26,curv,curv_flat,-0.2,-0.3,pen,rew,input_data/stims/Shape_0.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.132418299996061,None,None,None,['right'],[0.9337717000162229],[0.12785449999500997],up,1.469670299993595,None,1,0,1,0,0,9,9,8,340.69112589998986,,,,,,,,,340.6757741999754,0.0006365000153891742,341.71011309997994,341.71065639998415,341.7250321999891,342.7250326999929,342.70857550000073,342.7090277999814,0.0004616999940481037,344.0925926999771,344.09385049997945,344.1084228999971,344.1084228999971,344.1084228999971,344.1084228999971,344.1084228999971,344.1084228999971,344.1084228999971,345.5928073999821,"[-0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204]",None,None,['right'],[0.9337717000162229],[0.12785449999500997],up,1.469670299993595,None,345.5932242999843,345.60845379999955,345.8578937999846,345.8413845000032,345.84177450000425,345.8578937999846,345.8578937999846,346.8585051999835,346.8585051999835,346.8420767999778,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
10,10,0,2,1,curv_comp,46,0.3,-0.34,1.0,-0.068,curv,curv_flat,-0.2,-0.34,pen,rew,input_data/stims/Shape_0.30_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.132418299996061,None,None,None,['left'],[0.8630393999919761],[0.3840347000223119],up,1.4710842000204138,None,1,0,1,0,0,10,10,6,346.8585051999835,,,,,,,,,346.84268289999454,0.0006145999941509217,347.7266397999774,347.7271701999998,347.7419007999997,348.7418837999867,348.7253565999854,348.7257893999922,0.000440500007243827,350.0097780999786,350.01106969997636,350.0270503999782,350.0270503999782,350.0270503999782,350.0270503999782,350.0270503999782,350.0270503999782,350.0270503999782,351.5096501999942,"[-0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.18, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.236, -0.244, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252]",None,None,['left'],[0.8630393999919761],[0.3840347000223119],up,1.4710842000204138,None,351.5100550999923,351.5252663999854,351.7752977999917,351.7587668999913,351.75916210000287,351.7752977999917,351.7752977999917,352.77527739998186,352.77527739998186,352.75882940000156,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
11,11,0,2,1,curv_comp,57,0.9,-0.22,1.0,-0.236,curv,flat_curv,0.2,0.22,pen,rew,input_data/stims/Shape_0.90_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,6.132418299996061,None,None,None,['right'],[0.7460644999810029],[0.9439941000018734],up,1.88996849997784,None,1,0,1,0,0,11,11,17,352.77527739998186,,,,,,,,,352.7594446000003,0.0006154000002425164,353.84350919999997,353.84411229999387,353.8586807999818,354.85869239998283,354.84216339999693,354.84261169997626,0.0004573000187519938,356.1767467999889,356.1780189999845,356.19211059997906,356.19211059997906,356.19211059997906,356.19211059997906,356.19211059997906,356.19211059997906,356.19211059997906,358.09316589997616,"[-0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22]",None,None,['right'],[0.7460644999810029],[0.9439941000018734],up,1.88996849997784,None,358.0935962999938,358.1087927999906,358.35882999998285,358.3422770999896,358.34268289999454,358.35882999998285,358.35882999998285,359.3588660999958,359.3588660999958,359.34244249999756,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
12,12,0,2,1,curv_comp,74,2.5,0.1,3.0,-0.168,flat,curv_flat,-0.2,0.1,rew,pen,input_data/stims/Shape_2.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.132418299996061,None,None,None,['right'],[1.3322033000004012],[0.08798499999102205],up,1.6122151000017766,None,1,0,1,0,0,12,12,34,359.3588660999958,,,,,,,,,359.3431321999815,0.0006896000122651458,360.3268357999914,360.32721469999524,360.3416883999889,361.34228779998375,361.32573969999794,361.3261910000001,0.0004600000102072954,362.70970449998276,362.7109886999824,362.72593210000196,362.72593210000196,362.72593210000196,362.72593210000196,362.72593210000196,362.72593210000196,362.72593210000196,364.34341589998803,"[-0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12]",None,None,['right'],[1.3322033000004012],[0.08798499999102205],up,1.6122151000017766,None,364.34381269998266,364.3589563999849,364.60959629999707,364.59245209998335,364.59285749998526,364.60959629999707,,365.6084073999955,,365.5919303999981,rew,1,3,364.60959629999707,365.6084073999955,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
13,13,0,2,1,curv_comp,65,1.5,-0.1,3.0,-0.284,flat,flat_curv,0.2,0.1,rew,pen,input_data/stims/Shape_1.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,6.132418299996061,None,None,None,['right'],[0.5179950000019744],[1.0640465999895241],up,1.7500097999873105,None,1,0,1,0,0,13,13,25,365.6084073999955,,,,,,,,,365.59254159999546,0.0006097000150475651,366.6268490999937,366.62723109999206,366.64248229999794,367.6424013999931,367.6253771999909,367.6258055999933,0.00043680000817403197,369.0602960999822,369.0616427999921,369.07607699997607,369.07607699997607,369.07607699997607,369.07607699997607,369.07607699997607,369.07607699997607,369.07607699997607,370.8436501999968,"[-0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22]",None,None,['right'],[0.5179950000019744],[1.0640465999895241],up,1.7500097999873105,None,370.8440697999904,370.85917229999905,371.1091835999978,371.0920694999804,371.092476299993,371.1091835999978,,372.10920389997773,,372.0927036999783,rew,0,-1,,,,,371.1091835999978,372.10920389997773,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
14,14,0,2,1,curv_comp,79,2.9,0.18,3.0,0.316,flat,flat_curv,0.2,-0.18,rew,pen,input_data/stims/Shape_2.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,6.132418299996061,None,None,None,['left'],[0.5281356999767013],[0.3520027000049595],up,1.0962079000019003,None,1,0,1,0,0,14,14,39,372.10920389997773,,,,,,,,,372.09331549998024,0.0006105999927967787,373.0268800999911,373.02736539999023,373.04265999997733,374.04320019998704,374.02607729999,374.02651749999495,0.000447900005383417,375.4109862999758,375.4122343999916,375.42597620000015,375.42597620000015,375.42597620000015,375.42597620000015,375.42597620000015,375.42597620000015,375.42597620000015,376.52712009998504,"[0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.308, 0.3, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148]",None,None,['left'],[0.5281356999767013],[0.3520027000049595],up,1.0962079000019003,None,376.5275269999984,376.5426748000027,376.7926719999814,376.7760808999883,376.7764749999915,376.7926719999814,,377.7927158999955,,377.7761937000032,rew,1,3,376.7926719999814,377.7927158999955,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
15,15,0,2,1,curv_comp,70,2.1,0.02,3.0,0.256,flat,curv_flat,-0.2,0.02,rew,pen,input_data/stims/Shape_2.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.132418299996061,None,None,None,['left'],[1.0302602000010666],[0.4320734000066295],up,1.7102680999960285,None,1,0,1,0,0,15,15,30,377.7927158999955,,,,,,,,,377.77680439999676,0.0006099999882280827,378.7610742999823,378.76147460000357,378.7760841999843,379.77558709998266,379.7595881999878,379.7600193999824,0.0004398000019136816,381.0449746999948,381.04631759997574,381.05980519999866,381.05980519999866,381.05980519999866,381.05980519999866,381.05980519999866,381.05980519999866,381.05980519999866,382.7775791999884,"[0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048]",None,None,['left'],[1.0302602000010666],[0.4320734000066295],up,1.7102680999960285,None,382.77805069999886,382.7928077999968,383.04284049998387,383.0264089999837,383.0268257999851,383.04284049998387,,384.04298959998414,,384.02637489998597,rew,1,3,383.04284049998387,384.04298959998414,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
16,16,0,2,1,curv_comp,50,0.5,-0.3,1.0,-0.072,curv,curv_flat,-0.2,-0.3,pen,rew,input_data/stims/Shape_0.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.132418299996061,None,None,None,['left'],[1.6625172000203747],[0.4000041999970563],up,2.4704831000126433,None,1,0,1,0,0,16,16,10,384.04298959998414,,,,,,,,,384.0270246999862,0.0006505999772343785,384.9110151999921,384.91140829998767,384.926244399976,385.9263276999991,385.90940919998684,385.9098509000032,0.00044979999074712396,387.2442028999794,387.24547989998246,387.2596504999965,387.2596504999965,387.2596504999965,387.2596504999965,387.2596504999965,387.2596504999965,387.2596504999965,389.7440746999928,"[-0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264]",None,None,['left'],[1.6625172000203747],[0.4000041999970563],up,2.4704831000126433,None,389.744514799997,389.75967129998025,390.009227499977,389.9927878000017,389.9931923999975,390.009227499977,390.009227499977,391.00974710000446,391.00974710000446,390.99317469997914,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
17,17,0,2,1,curv_comp,54,0.7,-0.26,1.0,0.144,curv,curv_flat,-0.2,-0.26,pen,rew,input_data/stims/Shape_0.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.132418299996061,None,None,None,['left'],[1.0833096000133082],[0.8240908999869134],up,2.0114073999866378,None,1,0,1,0,0,17,17,14,391.00974710000446,,,,,,,,,390.9937854000018,0.000611600000411272,391.87820759997703,391.87860189998173,391.89313399998355,392.893685499992,392.8766082999937,392.8770501999825,0.0004518000059761107,394.3112681999919,394.31256170000415,394.3267811999831,394.3267811999831,394.3267811999831,394.3267811999831,394.3267811999831,394.3267811999831,394.3267811999831,396.3438338999986,"[0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248]",None,None,['left'],[1.0833096000133082],[0.8240908999869134],up,2.0114073999866378,None,396.34430249998695,396.3592998999811,396.6098953000037,396.5933598999982,396.5937688999984,396.6098953000037,396.6098953000037,397.6099501999852,397.6099501999852,397.59342409999226,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
18,18,0,2,1,curv_comp,69,1.9,-0.02,3.0,-0.224,flat,flat_curv,0.2,0.02,rew,pen,input_data/stims/Shape_1.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,6.132418299996061,None,None,None,"['right', 'right']","[1.1390612999966834, 1.7870641000044998]","[0.5600022000144236, 0.5040764000150375]",up,2.5070579000166617,None,1,0,1,0,0,18,18,29,397.6099501999852,,,,,,,,,397.5940294000029,0.0006048999784979969,398.5774911000044,398.577876299998,398.5938920000044,399.59329039999284,399.57679140000255,399.57723539997824,0.0004521000082604587,400.9112458000018,400.91250769997714,400.92702249999274,400.92702249999274,400.92702249999274,400.92702249999274,400.92702249999274,400.92702249999274,400.92702249999274,403.4445386999869,"[-0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",None,None,"['right', 'right']","[1.1390612999966834, 1.7870641000044998]","[0.5600022000144236, 0.5040764000150375]",up,2.5070579000166617,None,403.44498639999074,403.4601292999869,403.71009369997773,403.69357919998583,403.69397349999053,403.71009369997773,,404.7101089999778,,404.69310929998755,rew,0,-1,,,,,403.71009369997773,404.7101089999778,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
19,19,0,2,1,curv_comp,42,0.1,-0.38,1.0,0.128,curv,curv_flat,-0.2,-0.38,pen,rew,input_data/stims/Shape_0.10_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,6.132418299996061,None,None,None,['left'],[0.4872244000143837],[0.7679162999847904],up,1.4152503999939654,None,1,0,1,0,0,19,19,2,404.7101089999778,,,,,,,,,404.6937154000043,0.0006067999929655343,405.62726189999375,405.6276598999975,405.64357980000204,406.64357359998394,406.6269794999971,406.6274140999885,0.00044269999489188194,408.0113000999845,408.01257959997747,408.02691719998256,408.02691719998256,408.02691719998256,408.02691719998256,408.02691719998256,408.02691719998256,408.02691719998256,409.4446089999983,"[0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24]",None,None,['left'],[0.4872244000143837],[0.7679162999847904],up,1.4152503999939654,None,409.445035199984,409.4602409999934,409.7097403999942,409.69323509998503,409.6936304999981,409.7097403999942,409.7097403999942,410.71027549999417,410.71027549999417,410.69380759997875,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
