thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_cross.started,no_resp_text.stopped,three_cross.stopped,feedback.stopped,valence,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_coin.started,three_coin.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,1,0,2,1,curv_comp,65,1.5,-0.1,3.0,-0.284,flat,flat_curv,0.2,0.1,rew,pen,input_data/stims/Shape_1.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.171031899999889,None,None,None,"['right', 'right']","[0.9280404999999519, 2.2320279999999]","[0.7280258999999205, 0.1759793000001082]",up,2.6240444999998545,None,1,0,1,0,0,1,1,25,270.4410644999998,,,,,,,,,270.4251002000001,0.0005517999998119194,271.3590156999999,271.35939629999984,271.3744554,272.3744732,272.3579092,272.35828040000024,0.0003781999998864194,273.74349680000023,273.7448718999999,273.7578545000001,273.7578545000001,273.7578545000001,273.7578545000001,273.7578545000001,273.7578545000001,273.7578545000001,276.3921263000002,"[-0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.156, 0.156, 0.156, 0.156, 0.156, 0.156, 0.156, 0.156, 0.156, 0.156, 0.156, 0.156, 0.156, 0.156]",None,None,"['right', 'right']","[0.9280404999999519, 2.2320279999999]","[0.7280258999999205, 0.1759793000001082]",up,2.6240444999998545,None,276.3925386000001,276.40790030000016,276.6579465,276.64132470000004,276.6416594000002,276.6579465,,277.65797010000006,,277.6413392999998,rew,1,3,,,,,276.6579465,277.65797010000006,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
2,2,0,2,1,curv_comp,51,0.5,-0.3,1.0,-0.012,curv,flat_curv,0.2,0.3,pen,rew,input_data/stims/Shape_0.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.171031899999889,None,None,None,['right'],[1.1170514000000367],[0.536124899999777],up,1.7731950000002143,None,1,0,1,0,0,2,2,11,277.65797010000006,,,,,,,,,277.64186229999996,0.0005227999999988242,278.6753520000002,278.6757004000001,278.69129569999996,279.69129440000006,279.6747819000002,279.6751497,0.0003747000000657863,281.00947050000013,281.0109741000001,281.02471849999984,281.02471849999984,281.02471849999984,281.02471849999984,281.02471849999984,281.02471849999984,281.02471849999984,282.8091734999998,"[-0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.228, 0.236, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244]",None,None,['right'],[1.1170514000000367],[0.536124899999777],up,1.7731950000002143,None,282.80959859999984,282.8247845000001,283.07483809999985,283.058215,283.0585436000001,283.07483809999985,,284.07479120000016,,284.0582709999999,pen,1,1,283.07483809999985,284.07479120000016,,,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
3,3,0,2,1,curv_comp,69,1.9,-0.02,3.0,-0.224,flat,flat_curv,0.2,0.02,rew,pen,input_data/stims/Shape_1.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.171031899999889,None,None,None,['right'],[1.0123514000001705],[0.9039852999999312],up,2.068340799999987,None,1,0,1,0,0,3,3,29,284.07479120000016,,,,,,,,,284.05880819999993,0.0005369999998947605,285.04418380000016,285.0448669000002,285.0581708999998,286.0581956000001,286.04159389999995,286.04196809999985,0.000382299999728275,287.42651130000013,287.4280020000001,287.44155980000005,287.44155980000005,287.44155980000005,287.44155980000005,287.44155980000005,287.44155980000005,287.44155980000005,289.5259237,"[-0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208]",None,None,['right'],[1.0123514000001705],[0.9039852999999312],up,2.068340799999987,None,289.5263024000001,289.54159800000025,289.7915871,289.7750983000001,289.7754215,289.7915871,,290.79161750000003,,290.7751406000002,rew,0,-1,,,289.7915871,290.79161750000003,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
4,4,0,2,1,curv_comp,47,0.3,-0.34,1.0,-0.136,curv,flat_curv,0.2,0.34,pen,rew,input_data/stims/Shape_0.30_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.171031899999889,None,None,None,['right'],[0.5654013000003033],[0.864005399999769],up,1.4854184000000714,None,1,0,1,0,0,4,4,7,290.79161750000003,,,,,,,,,290.77568629999996,0.0005452000000332191,291.86098170000014,291.86166140000023,291.8749613,292.8750567000002,292.8585057,292.8588757000002,0.00037750000001324224,294.1935966000001,294.19503639999994,294.20842859999993,294.20842859999993,294.20842859999993,294.20842859999993,294.20842859999993,294.20842859999993,294.20842859999993,295.70950470000025,"[-0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",None,None,['right'],[0.5654013000003033],[0.864005399999769],up,1.4854184000000714,None,295.7099054,295.72511410000016,295.97516110000015,295.9585538000001,295.95888330000025,295.97516110000015,,296.9751750999999,,296.9586376000002,pen,1,1,295.97516110000015,296.9751750999999,,,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
5,5,0,2,1,curv_comp,59,0.9,-0.22,1.0,0.112,curv,flat_curv,0.2,0.22,pen,rew,input_data/stims/Shape_0.90_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.171031899999889,None,None,None,['right'],[0.4260156000000279],[0.2639623999998548],up,0.8739126000000397,None,1,0,1,0,0,5,5,19,296.9751750999999,,,,,,,,,296.9591793999998,0.0005424000000857632,297.9938118,297.99427449999985,298.00855839999986,299.00855200000024,298.99199309999995,298.9923684999999,0.000382400000034977,300.27767730000005,300.27892120000024,300.29192090000015,300.29192090000015,300.29192090000015,300.29192090000015,300.29192090000015,300.29192090000015,300.29192090000015,301.1762222000002,"[0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24, 0.24]",None,None,['right'],[0.4260156000000279],[0.2639623999998548],up,0.8739126000000397,None,301.1765541999998,301.1918989999999,301.44192380000004,301.42542360000016,301.4257680999999,301.44192380000004,,302.44198099999994,,302.42549150000013,pen,1,1,301.44192380000004,302.44198099999994,,,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
6,6,0,2,1,curv_comp,72,2.3,0.06,3.0,-0.272,flat,curv_flat,-0.2,0.06,rew,pen,input_data/stims/Shape_2.30_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.171031899999889,None,None,None,['right'],[0.9110396999999466],[0.21608289999994668],up,1.3430982999998378,None,1,0,1,0,0,6,6,32,302.44198099999994,,,,,,,,,302.4260293000002,0.0005394999998316052,303.35996939999995,303.3606556999998,303.37538829999994,304.37541580000016,304.3588318000002,304.3592029000001,0.0003793000000769098,305.74368490000006,305.7448881,305.75879110000005,305.75879110000005,305.75879110000005,305.75879110000005,305.75879110000005,305.75879110000005,305.75879110000005,307.1097629000001,"[-0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168, -0.168]",None,None,['right'],[0.9110396999999466],[0.21608289999994668],up,1.3430982999998378,None,307.1101082,307.1254764,307.37546440000006,307.3589434999999,307.35928980000017,307.37546440000006,,308.3755191,,308.3590014000001,rew,1,3,,,,,307.37546440000006,308.3755191,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
7,7,0,2,1,curv_comp,55,0.7,-0.26,1.0,0.084,curv,flat_curv,0.2,0.26,pen,rew,input_data/stims/Shape_0.70_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.171031899999889,None,None,None,['right'],[1.2457106000001659],[0.11999470000000656],up,1.677615699999933,None,1,0,1,0,0,7,7,15,308.3755191,,,,,,,,,308.3595427999999,0.0005409000000327069,309.2436195999999,309.24395400000003,309.2588912000001,310.2589167000001,310.2423322999998,310.24270639999986,0.00038130000029923394,311.5769793999998,311.57826810000006,311.5921973999998,311.5921973999998,311.5921973999998,311.5921973999998,311.5921973999998,311.5921973999998,311.5921973999998,313.2766267000002,"[0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14]",None,None,['right'],[1.2457106000001659],[0.11999470000000656],up,1.677615699999933,None,313.27699429999984,313.2922397000002,313.5422745000001,313.5257670000001,313.5261019999998,313.5422745000001,313.5422745000001,314.5423030000002,314.5423030000002,314.52582359999997,pen,0,-3,,,,,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
8,8,0,2,1,curv_comp,70,2.1,0.02,3.0,0.256,flat,curv_flat,-0.2,0.02,rew,pen,input_data/stims/Shape_2.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.171031899999889,None,None,None,"['right', 'left']","[1.3266552000000047, 1.7106494999998176]","[0.3360429999997905, None]",None,,,1,0,1,0,0,8,8,30,314.5423030000002,,,,,,,,,314.5263638000001,0.000540500000170141,315.5617984999999,315.5622957999999,315.57571929999995,316.57574250000016,316.55920400000014,316.55957820000003,0.0003824999998869316,317.9443534000002,317.9458150999999,317.9591375,317.9591375,317.9591375,317.9591375,317.9591375,317.9591375,317.9591375,320.9436025,"[0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.264, 0.272, 0.28, 0.288, 0.296, 0.304, 0.312, 0.32, 0.328, 0.336, 0.344, 0.352, 0.36, 0.368, 0.376, 0.384, 0.392, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.392, 0.384, 0.376, 0.368, 0.36, 0.352, 0.344, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216]",None,None,"['right', 'left']","[1.3266552000000047, 1.7106494999998176]","[0.3360429999997905, None]",None,,,320.94409029999997,320.9591246,321.20919219999996,321.1926318000001,321.19665510000004,321.20919219999996,,322.2092345000001,,322.1927194,rew,0,-1,,,321.20919219999996,322.2092345000001,,,,,,,,,,,,320.9591246,320.9591246,320.9591246,320.9591246,320.9591246,320.9591246,320.9591246,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
9,9,0,2,1,curv_comp,68,1.9,-0.02,3.0,-0.224,flat,curv_flat,-0.2,-0.02,rew,pen,input_data/stims/Shape_1.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.171031899999889,None,None,None,['right'],[0.837792900000295],[0.18407489999981408],up,1.0778621000004023,None,1,0,1,0,0,9,9,28,322.2092345000001,,,,,,,,,322.19328989999985,0.0005693999996765342,323.2786590999999,323.2790163999998,323.2926298000002,324.2926603000001,324.27608150000015,324.27645140000004,0.000377099999695929,325.7601837000002,325.76140380000015,325.77605489999996,325.77605489999996,325.77605489999996,325.77605489999996,325.77605489999996,325.77605489999996,325.77605489999996,326.8602592000002,"[-0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.136, -0.136, -0.136, -0.136]",None,None,['right'],[0.837792900000295],[0.18407489999981408],up,1.0778621000004023,None,326.86059250000017,326.8760255000002,327.1261006999998,327.10947880000003,327.11025599999994,327.1261006999998,,328.12604790000023,,328.1095258999999,rew,1,3,,,,,327.1261006999998,328.12604790000023,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
10,10,0,2,1,curv_comp,78,2.9,0.18,3.0,0.084,flat,curv_flat,-0.2,0.18,rew,pen,input_data/stims/Shape_2.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.171031899999889,None,None,None,['left'],[0.855016599999999],[0.26398429999971995],up,1.1669643000000178,None,1,0,1,0,0,10,10,38,328.12604790000023,,,,,,,,,328.1100704999999,0.0005446000000119966,329.1444489999999,329.1448645999999,329.15948149999986,330.1594583000001,330.14286519999996,330.14323809999996,0.0003790000000662985,331.52731440000025,331.5286000000001,331.54285530000016,331.54285530000016,331.54285530000016,331.54285530000016,331.54285530000016,331.54285530000016,331.54285530000016,332.7270837000001,"[0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.044, -0.044, -0.044, -0.044]",None,None,['left'],[0.855016599999999],[0.26398429999971995],up,1.1669643000000178,None,332.7274367,332.74288350000006,332.9928834000002,332.9763283000002,332.9766549000001,332.9928834000002,,333.99292190000006,,333.97639690000005,rew,1,3,,,,,332.9928834000002,333.99292190000006,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
11,11,0,2,1,curv_comp,64,1.5,-0.1,3.0,-0.256,flat,curv_flat,-0.2,-0.1,rew,pen,input_data/stims/Shape_1.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.171031899999889,None,None,None,['right'],[0.9161761000000297],[0.2239528000000064],up,1.2521859999997105,None,1,0,1,0,0,11,11,24,333.99292190000006,,,,,,,,,333.97694279999996,0.000544500000160042,334.9124443999999,334.9131447,334.9263025999999,335.9263125000002,335.9096685999998,335.9100397000002,0.00037799999972776277,337.19476570000006,337.1962073999998,337.2096802000001,337.2096802000001,337.2096802000001,337.2096802000001,337.2096802000001,337.2096802000001,337.2096802000001,338.4772662999999,"[-0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144]",None,None,['right'],[0.9161761000000297],[0.2239528000000064],up,1.2521859999997105,None,338.47762009999997,338.49299659999997,338.74304949999987,338.72648690000005,338.7268084000002,338.74304949999987,,339.74307769999996,,339.7265508999999,rew,1,3,,,,,338.74304949999987,339.74307769999996,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
12,12,0,2,1,curv_comp,63,1.3,-0.14,3.0,0.012,flat,flat_curv,0.2,0.14,rew,pen,input_data/stims/Shape_1.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.171031899999889,None,None,None,['right'],[0.704057400000238],[0.4080503999998655],up,1.344092499999988,None,1,0,1,0,0,12,12,23,339.74307769999996,,,,,,,,,339.72709540000005,0.0005448000001706532,340.8115232,340.81193540000004,340.8264952999998,341.82647369999995,341.80985999999984,341.81023259999984,0.0003796999999394757,343.2939713999999,343.2951800000001,343.3098202000001,343.3098202000001,343.3098202000001,343.3098202000001,343.3098202000001,343.3098202000001,343.3098202000001,344.6608107000002,"[0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204]",None,None,['right'],[0.704057400000238],[0.4080503999998655],up,1.344092499999988,None,344.6611799000002,344.6765558000002,344.92657569999983,344.90994679999994,344.91028860000006,344.92657569999983,,345.9265922999998,,345.9100186999999,rew,0,-1,,,344.92657569999983,345.9265922999998,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
